species,n_records,n_presence_patches,auc_mean,auc_std,accuracy_mean,precision_mean,recall_mean,f1_mean,mcc_mean,kappa_mean,tss_mean
Ribes uva-crispa,557,479,0.8225608777087536,0.01665630517117198,0.7860177328111401,0.6509387777335198,0.3152412280701754,0.4242013238853411,0.34295336249715425,0.3116585947442742,0.25818305927420176
Daphne cneorum,280,132,0.8225599552814744,0.03652465445860153,0.8161904761904761,0.8815850815850815,0.3094017094017094,0.45068154256609266,0.4469855798940099,0.37163605370237596,0.2942118359839879
Danthonia decumbens,191,126,0.822460890688259,0.05789429170328006,0.8035247524752476,0.7678571428571429,0.3169230769230769,0.441794721739787,0.4012825125661533,0.34827739952403713,0.2825721997300944
Utricularia intermedia,58,22,0.8224175824175823,0.0996148845626091,0.7496732026143791,0.3333333333333333,0.22999999999999998,0.2698412698412698,0.1664960339847987,0.1676579077893244,0.1541758241758242
Gentianella germanica,330,276,0.8223662204899883,0.022823857257902043,0.7952529823118059,0.7042641596575792,0.326038961038961,0.4429719327138499,0.376502717168345,0.3373840074530158,0.27770745318938095
Rhinanthus minor,675,495,0.8221678060061899,0.01269471103408505,0.8075757575757576,0.7031771394715435,0.3939393939393939,0.5035441604768056,0.4226303842702011,0.3966075695023063,0.3393939393939394
Stachys sylvatica,3223,2386,0.8221608386578116,0.009921831718040607,0.8001885584448816,0.7074071610391223,0.3424076559388788,0.46119975095811644,0.39184513205622484,0.35636465244610677,0.29518748330498207
Dicranum fuscescens,43,34,0.8221315192743764,0.05453547267735972,0.7936507936507937,0.73,0.3571428571428571,0.4682828282828283,0.3979414012642987,0.356078447108516,0.29761904761904756
Vicia tenuifolia,203,140,0.8221088435374149,0.043257664419484525,0.7910714285714285,0.7147319347319347,0.27142857142857146,0.388699980831673,0.3457604757311329,0.2947794496851456,0.23571428571428568
Viburnum opulus,6629,4243,0.8220311599976032,0.0012832472943600684,0.785882597983273,0.6457766418191861,0.3191154410294019,0.42693548648660895,0.34295286611374676,0.3133677767600015,0.2605879770155862
Syntrichia montana,77,59,0.8219985569985571,0.052252397314556005,0.8093971631205674,0.7516666666666667,0.35757575757575755,0.4794117647058824,0.4240331465254744,0.3828958966940611,0.3182106782106782
Senecio jacobaea,174,144,0.8216037702308199,0.02943146654987411,0.79167916041979,0.8134920634920635,0.23596059113300488,0.36063685297467424,0.35665229914518315,0.2772569421682557,0.21278496964142515
Panicum miliaceum,179,148,0.8215837765489062,0.03177451368243879,0.768494516450648,0.5922878787878788,0.3581609195402299,0.4370407351874376,0.3226466903929941,0.30209596198957367,0.26347246193042395
Utricularia minor,87,45,0.8213991769547324,0.037319453658451476,0.75,0.5,0.06666666666666667,0.11636363636363636,0.11710800875382399,0.06315789473684211,0.04444444444444444
Palustriella commutata,157,128,0.8213709974236292,0.06398047439314228,0.7871501998857795,0.732113997113997,0.2581538461538462,0.3744900049264376,0.3384942536767966,0.2802472285972167,0.22158515169041487
Knautia arvensis,2296,1608,0.8213292134955799,0.009291493974613029,0.7916672406563542,0.6642305427894273,0.33708519571989704,0.4468787209435404,0.3645561853749169,0.3351611749221058,0.2802858063018849
Scorzoneroides autumnalis,271,239,0.821252245587352,0.044329298233251546,0.8138143542757419,0.7872571327308169,0.3595744680851064,0.490979064286559,0.44263315193801017,0.39551885876998283,0.3247551207657591
Centaurea triumfettii,237,141,0.8211128589366782,0.046447101294248935,0.8315423514538558,0.8509523809523809,0.3972906403940887,0.5387095077455408,0.5030544718628052,0.4527124445068734,0.37370520622041925
Carex ericetorum,43,29,0.8210675381263615,0.048658441956051235,0.7840579710144928,0.4833333333333333,0.19999999999999998,0.26603174603174595,0.24663701111447972,0.21113465991600924,0.17712418300653593
Pyrola chlorantha,124,71,0.8209987871117439,0.05327894216186086,0.8063909774436089,0.8380952380952381,0.28,0.4087985114300904,0.40227463044039646,0.3299256902191531,0.2611738648947951
Polytrichum piliferum,70,54,0.8209641873278237,0.07533664489359618,0.7776955602536998,0.7666666666666666,0.16545454545454547,0.27069597069597073,0.28204871720821195,0.198140946568455,0.1468939393939394
