species,n_records,n_presence_patches,auc_mean,auc_std,accuracy_mean,precision_mean,recall_mean,f1_mean,mcc_mean,kappa_mean,tss_mean
Fumaria capreolata,57,42,0.9297564102564102,0.028472590959912426,0.8746880570409983,0.8078571428571429,0.6694444444444445,0.7155555555555555,0.6541693083534244,0.638847166627291,0.6137521367521368
Artemisia glacialis,46,27,0.9297303921568627,0.06146732408383265,0.8614718614718615,0.8366666666666667,0.6133333333333334,0.6567388167388167,0.6179280543868719,0.5853353363652677,0.5633333333333334
Koeleria vallesiana,64,24,0.9297142857142857,0.10167646880370118,0.8436842105263157,0.9333333333333333,0.42000000000000004,0.5396825396825395,0.542948212369782,0.47409751814121864,0.4066666666666666
Helleborus niger,2158,954,0.9295173017345626,0.010365286402897434,0.8776217466188166,0.8000608340092666,0.6813722788647011,0.7356549352800115,0.6605282565963281,0.6567289325252942,0.6244244274142318
Gymnadenia rhellicani,1357,724,0.929472356724687,0.011927322263083254,0.8625626823893754,0.7195130760905132,0.7403160919540229,0.7290359406713864,0.6377767368234297,0.6370639150055789,0.643621351766513
Sternbergia lutea,165,128,0.9293176823176823,0.016933468178979744,0.8711022272986865,0.7917391304347827,0.6566153846153846,0.716866311742088,0.6398745159844543,0.6345729377841576,0.5993358220726641
Elodea nuttallii,9199,604,0.9291709751230902,0.008586689438388624,0.8716818096264737,0.7929938437423021,0.6589669421487605,0.7193539927294866,0.6420383508352264,0.637164870573298,0.6015646926319954
Campanula scheuchzeri,1734,940,0.9290968764146672,0.013915993086111692,0.8625,0.7506421674384604,0.6734042553191488,0.7093107084209945,0.621694645831088,0.6197173068438311,0.5989361702127659
Facchinia rupestris,28,23,0.9290659340659341,0.03909540471985056,0.8578947368421053,0.7723809523809524,0.72,0.6909090909090909,0.6367775340907927,0.6068737344533799,0.618901098901099
Dicranum scoparium,1899,1183,0.9289905897572494,0.0061539119092075285,0.8708830154644354,0.7856993974315131,0.6661231495387255,0.7204882945132326,0.6413384982001159,0.6373290832540583,0.6052602003343314
Cedrus atlantica,155,111,0.9286604169236462,0.03162225719699323,0.8694075587334014,0.7892717086834734,0.6565217391304347,0.7119826981529109,0.636593156869264,0.6290220867907441,0.596413190962185
Antennaria dioica,1824,1004,0.9286520462375758,0.005768534528205193,0.8727598000037174,0.7820800602550956,0.6823034825870646,0.7282187369658558,0.6486847024513902,0.6457159135706119,0.6185645912188779
Lomelosia graminifolia,63,32,0.9286340852130326,0.058301121213870176,0.8523076923076923,0.7666666666666666,0.5952380952380951,0.6683916083916083,0.5840630035085415,0.5753404171875184,0.5331328320802005
Helictochloa versicolor,224,132,0.9286097587363411,0.03244146481550765,0.8504761904761905,0.7283569763569764,0.6524216524216524,0.6844242032477326,0.5914296246845892,0.5873132064505554,0.5690672220419055
Crepis conyzifolia,40,33,0.928609022556391,0.022455343142848964,0.8712250712250711,0.8595238095238095,0.6095238095238096,0.694978354978355,0.6440728717101554,0.6184012112799812,0.5684711779448621
Gentiana clusii,1232,637,0.9285882597575398,0.011491216971656677,0.8657744905427791,0.7891255399319916,0.6343257874015749,0.7023791079670552,0.623889235278163,0.6171492220406124,0.5772864315310021
Cerastium elongatum,448,234,0.9284891376984985,0.027467912092742665,0.869643873023097,0.8305654648956355,0.614986123959297,0.7004104233621324,0.635656142981722,0.6200038171663496,0.5693630236553456
Nardus stricta,1265,656,0.9283014609927511,0.01647052796484559,0.8696466739367503,0.8056538430392697,0.6448878093916262,0.7108127581299548,0.6385313999448023,0.6284450598598288,0.5894868199959842
Saussurea alpina,79,60,0.9282407407407407,0.034706786692576465,0.8541666666666666,0.7078431372549019,0.7166666666666667,0.7049111807732498,0.6150903643224948,0.608735852064403,0.6166666666666667
Crepis sancta,79,62,0.928152241310136,0.026815145813628673,0.8953469387755103,0.8663492063492063,0.6948717948717948,0.7626166426166426,0.7102682863268877,0.697982425561323,0.6571762045446257
Betonica hirsuta,198,150,0.9281481481481482,0.006617099684185925,0.8666666666666668,0.7740554936207109,0.6666666666666666,0.7148531706625052,0.6326200019609494,0.6285575033934954,0.5999999999999999
Juncus arcticus,44,29,0.9281045751633987,0.08212958610431248,0.846376811594203,0.75,0.6933333333333334,0.7068686868686869,0.6162974035898415,0.6067306588109542,0.5913725490196079
Botrychium lunaria,983,645,0.928089257456483,0.015129053937691003,0.8775193798449614,0.7781765810162348,0.7147286821705425,0.7442115013586411,0.6656614133322591,0.6639876806368953,0.6465116279069767
Pedicularis recutita,692,373,0.9280861699303402,0.017187783911803995,0.8760117618010821,0.7743145743145744,0.7157837837837838,0.7431449798943349,0.66309195362564,0.6616394307612803,0.6451800041553405
Poa alpina,1190,606,0.9279176276503567,0.009795363108342099,0.8749970179773368,0.7966927421001502,0.6716027638531363,0.7280342891312743,0.6522559799662363,0.6477632608154629,0.61438725209217
Pulsatilla alpina,3158,1455,0.9278098589608847,0.0059671215195727404,0.8587628865979383,0.7334279990104864,0.6865979381443299,0.7079381507896201,0.6166376027155036,0.6150835455760323,0.6027491408934709
Elodea densa,41,24,0.9278095238095239,0.04162852676185903,0.801578947368421,0.75,0.39,0.47698412698412695,0.4234633930416919,0.37733305965353525,0.3338095238095238
Asperugo procumbens,82,58,0.9277756557168322,0.03886556780406449,0.8578168362627198,0.8669841269841271,0.5196969696969698,0.6318620079610792,0.5912609539397844,0.5548480779203163,0.4909574738986504
Galium anisophyllon,902,456,0.9277622887793738,0.008959339803384295,0.865672136083095,0.7758066467147653,0.6512661251791687,0.7075928510987299,0.625667086812116,0.621339973047933,0.5883961484405787
Ranunculus thora,328,112,0.9276931432120957,0.026982375545503045,0.8705118601747814,0.8322994987468672,0.6146245059288538,0.7017369627276748,0.6366272443518068,0.6217105423778974,0.5699800809947011
Neotinea tridentata,81,43,0.9276752136752137,0.02886533202298455,0.8897478991596639,0.9380952380952381,0.6055555555555555,0.7309523809523809,0.6941825125655221,0.6662254548811213,0.5901709401709402
Oenothera lindheimeri,35,32,0.9276691729323309,0.06954055810677225,0.8827692307692308,0.8266666666666668,0.6904761904761905,0.7447552447552448,0.6800844357473702,0.6701510941678451,0.6383709273182957
Centaurea nervosa,631,441,0.9276024877925282,0.01628367757520472,0.8905839557043522,0.812996491239463,0.7302349336057201,0.76903553364344,0.6996498785465252,0.6976669233968689,0.6743029724850798
Omalotheca norvegica,186,141,0.927550985911606,0.017294975259290656,0.8528919089759797,0.7202503716090672,0.6805418719211822,0.6982753280149616,0.6027971579774254,0.6012276699990738,0.5906539167391095
Artemisia umbelliformis,75,52,0.9274523460410556,0.035703527039151285,0.8512195121951219,0.7073504273504273,0.68,0.6780205949656751,0.5946429852720547,0.5857964291377078,0.5900806451612902
Najas marina,78,50,0.9273333333333333,0.017688665548562098,0.86,0.825,0.6,0.6628154009732957,0.6110412100409763,0.5822585959767369,0.5466666666666666
Hedysarum hedysaroides,1313,649,0.9272757607598561,0.012361309702223478,0.8701897139469393,0.7474301037164365,0.7272987477638642,0.7364893243703609,0.6511458653570463,0.6504701365910832,0.6451116803325807
Gleditsia triacanthos,133,104,0.9272484334235486,0.02107172381914954,0.860556511761331,0.7851324786324787,0.6752380952380952,0.7003004968962416,0.6325824549694339,0.6129515201729365,0.5983307731694828
Saxifraga hostii,98,62,0.9271683626946784,0.04736075338886386,0.8990204081632653,0.82012987012987,0.7756410256410258,0.7944258639910814,0.7306038008692863,0.7278279811008865,0.7163238136922347
Pterocarya fraxinifolia,299,89,0.9271467916306984,0.028599035058556415,0.8706964006259781,0.7757106670419364,0.6836601307189543,0.7222757210992505,0.6439481835438461,0.6388992844202683,0.6160850084268509
Tragus racemosus,53,36,0.9271181199752627,0.0651851649179823,0.8820197044334975,0.8695238095238095,0.6392857142857143,0.7326340326340326,0.6741977092451289,0.6588771663336555,0.6016233766233766
Pentanema hirtum,73,41,0.9271018518518517,0.0770626938222998,0.9149621212121213,0.8984126984126984,0.7611111111111111,0.8192296918767508,0.7725228630205143,0.7644880710361339,0.7284444444444444
Potamogeton perfoliatus,130,81,0.9270595738295319,0.036613422756468963,0.8580288461538462,0.8010101010101011,0.5801470588235295,0.6667619047619048,0.5964976869030811,0.5805448749389658,0.5309123649459784
Pseudathyrium alpestre,294,230,0.9269691241335855,0.019741108878574345,0.8663043478260869,0.7887096118675065,0.6347826086956523,0.7032702237521515,0.6244864672991584,0.6183357044591251,0.5782608695652174
Ficus carica,1445,1020,0.9269255414584135,0.006378180330376803,0.8629901960784314,0.738507849203591,0.7029411764705882,0.719657344195926,0.6299374247148926,0.6291330579573029,0.619281045751634
Knautia velutina,36,21,0.926923076923077,0.07337993857053428,0.8816176470588235,0.7933333333333333,0.65,0.692063492063492,0.6426504653075776,0.6246530458525562,0.6025641025641025
Arnica montana,9701,3390,0.9268768690375708,0.002914076475428836,0.8676253687315635,0.7549999547858552,0.6970501474926254,0.7246588735673923,0.6387643428916071,0.6377315657705703,0.6215339233038348
Oreopteris limbosperma,444,232,0.926861523864033,0.020109519874286493,0.867503632664923,0.784417495470847,0.6467160037002775,0.7073460170648925,0.628890353369912,0.6230653354301728,0.5878156953755089
Avenella flexuosa,1697,926,0.9267865447503917,0.010173345460608345,0.8866090381879855,0.846148065771842,0.6684742807323453,0.7465602142880464,0.6828427171558943,0.6748465392871303,0.6277982809915974
Bidens bipinnata,25,24,0.9267619047619048,0.08267324968302585,0.8642105263157894,0.8400000000000001,0.63,0.6953968253968253,0.6387429860165724,0.6129746197867524,0.5747619047619048
Arctostaphylos uva-ursi,835,466,0.9266454766397203,0.015330883255031912,0.8653463634005016,0.8027005624011909,0.6115762983299016,0.6940786352654668,0.6191457194848821,0.6098003662136161,0.5615020535782376
Metzgeria pubescens,41,36,0.926530612244898,0.03240037817557392,0.8613300492610838,0.7595238095238096,0.6500000000000001,0.6832767232767233,0.6128142064769119,0.6016041919510853,0.5854978354978354
Clinopodium grandiflorum,141,100,0.9265000000000001,0.009565563234854494,0.885,0.8607708468002585,0.65,0.7389362624656742,0.6790239100196176,0.6670518014112851,0.6133333333333334
Bartsia alpina,3865,1747,0.9264000385839619,0.007008107567569375,0.8636230508252407,0.7406766532876427,0.6994875153499794,0.7193305330682265,0.6299428991372249,0.6293776657847332,0.6178221342891363
Geum reptans,583,183,0.9263391164308595,0.030426483563236593,0.8729475351784549,0.8130431321198841,0.65,0.7187193650614253,0.64739233516648,0.6381835956177391,0.5972060050041701
Allium angulosum,93,46,0.926331569664903,0.06249925829059503,0.8915915915915915,0.8456349206349205,0.7,0.7638888888888888,0.7011485029837339,0.6945760396777377,0.656084656084656
Hedlundia mougeotii,494,351,0.9262984215380298,0.018968286826993114,0.8703965429588205,0.7996024184170778,0.6471227364185111,0.7113791209154299,0.6379458985063231,0.6296587873804176,0.5920651873325259
Lonicera periclymenum,1478,1047,0.9262762826056786,0.006605096391565044,0.8729651585529636,0.7945848468495346,0.6637275005696058,0.7229201277411695,0.6460221707243478,0.6414148022864273,0.606417849217242
Cyclamen purpurascens,1140,567,0.9262493555910167,0.01768356977988988,0.8690375470432068,0.8145684392486594,0.6190653625213477,0.7028965235451823,0.6309233618169618,0.6208936478511546,0.5714441791506386
Torminalis glaberrima,540,401,0.9262452716518963,0.009170284742563335,0.8697059968847352,0.796470779365994,0.6432407407407407,0.7110817476526121,0.6346519417774994,0.6282856724373187,0.5883721376978638
Juncus filiformis,756,182,0.9261325128297605,0.031067875089709707,0.8805101558809636,0.8419722678343368,0.6435435435435435,0.7293101343101343,0.6642801395090734,0.6544607483349552,0.6031932516336186
Viola suavis,32,29,0.9261220043572985,0.07341570809991975,0.827536231884058,0.95,0.35333333333333333,0.4904761904761904,0.5025000966743092,0.41871713906798097,0.34222222222222215
Leucanthemum heterophyllum,22,22,0.9260439560439562,0.07075045822956393,0.8875816993464053,0.76,0.62,0.6806349206349206,0.624874741306077,0.6240160454037008,0.5903296703296703
Campanula portenschlagiana,51,40,0.9260416666666667,0.03930825471690257,0.8625,0.800952380952381,0.6,0.6823443223443223,0.6099292718690571,0.5976661020139281,0.55
Majovskya ambigua,43,21,0.926025641025641,0.03494995012595451,0.8455882352941175,0.7933333333333333,0.51,0.6076190476190476,0.5456447650669712,0.5187556099551204,0.46256410256410263
Erysimum rhaeticum,166,111,0.9258937972730669,0.01861086001034324,0.878370786516854,0.8658613445378152,0.6122529644268775,0.7161043634727846,0.6579355704682038,0.6414515811820649,0.579281458321043
Saxifraga cuneifolia,582,379,0.9256224870275231,0.014661715420182358,0.8674396387007122,0.7773124335941273,0.6569824561403508,0.7111615988134684,0.63044216468263,0.6261303322108318,0.5945665043666434
Homogyne alpina,2289,1245,0.9255151798626903,0.0028390886665273377,0.8666666666666668,0.7733019441895111,0.6610441767068274,0.7125543249779459,0.6298886354915101,0.6264643958000359,0.5962516733601071
Azolla filiculoides,89,32,0.9253759398496241,0.04799695056089849,0.8978461538461537,0.9047619047619048,0.6857142857142857,0.7653679653679653,0.7232829014658292,0.7029829415143605,0.6541353383458647
Acanthus mollis,174,105,0.9253212396069539,0.031228550598445766,0.869047619047619,0.7755889724310776,0.6761904761904762,0.7201953601953601,0.6395726980766498,0.6354243532328088,0.6095238095238095
Festuca myuros,84,70,0.9251700680272108,0.043889414627768526,0.8714285714285713,0.7779545454545455,0.7142857142857142,0.7355562218890555,0.6591736210307287,0.651524088733391,0.6380952380952382
Sphagnum magellanicum,25,21,0.925128205128205,0.12294490783112658,0.8691176470588236,0.9,0.54,0.6419047619047619,0.6209724245628234,0.5800258221310853,0.5233333333333333
Carex pilulifera,791,538,0.9250927034010944,0.014203657203779467,0.8801100739221928,0.8449688701135377,0.6375908618899272,0.7266032553071079,0.6624726454967713,0.6517662209368847,0.5985565754064551
Genista pilosa,308,153,0.9249709477058705,0.031019846959795237,0.8643609222977476,0.8640154582259845,0.5412903225806451,0.6612027171553132,0.6099594566547106,0.5831469670979301,0.5129816747067799
Arctostaphylos alpinus,170,120,0.9248842592592593,0.019947741224824556,0.8583333333333332,0.7359190880750102,0.7,0.7132239691005533,0.6232246795359347,0.619786094334157,0.611111111111111
Helleborus viridis,669,362,0.9247698997639707,0.012339476621096494,0.8777759217277176,0.8217629351733994,0.6602359208523593,0.730322068306091,0.6603807485207134,0.6525683599703977,0.6104917023599904
Asperula taurina,418,273,0.9247287378246529,0.010021733209094653,0.8598885677181517,0.8372202528654142,0.5492929292929294,0.6621099237657712,0.5997036465750724,0.5784966278597767,0.5126776367596358
Genista radiata,157,79,0.9246797429078013,0.03789825967056206,0.8606646825396826,0.9218181818181819,0.495,0.6298404558404559,0.6029080849065226,0.557167811368638,0.4779787234042553
Pseudorchis albida,1602,1017,0.9245224548848885,0.0044078832209561505,0.8635683654133839,0.7503475379175307,0.6824012363566117,0.7141754665883736,0.6265414976003072,0.6249053329622519,0.6063587368261455
Chondrilla juncea,105,75,0.9244444444444444,0.009228095705124397,0.8633333333333333,0.8064935064935064,0.6000000000000001,0.6797363555984244,0.6119000576531981,0.5969599945209701,0.5511111111111111
Aposeris foetida,784,450,0.9244115226337449,0.009778990100953016,0.875,0.817064178683897,0.6466666666666667,0.7212683170932103,0.649882804025987,0.642128550308237,0.5977777777777777
Cicerbita alpina,1300,701,0.9244093752660849,0.014861436221885092,0.85948752228164,0.7371660274496403,0.6833535967578521,0.7083584117232038,0.6174848675162964,0.6160754817471693,0.6015540265734838
Paulownia tomentosa,5561,1515,0.9243915810722987,0.0032204066582489,0.8590759075907591,0.7600163805553828,0.6396039603960395,0.6938414659850229,0.6075985453886483,0.603283377530908,0.5718371837183718
Leycesteria formosa,206,101,0.9243883684621391,0.02480393111750139,0.8663580246913579,0.7961134453781512,0.6242857142857143,0.699081434375552,0.6229156201044461,0.6150298928036555,0.5714441842310695
Ricinus communis,51,34,0.9243764172335602,0.059479715878648275,0.8751322751322752,0.8528571428571429,0.6476190476190475,0.7161904761904762,0.6621901734978541,0.6399710233983631,0.598095238095238
Ludwigia palustris,56,21,0.9243589743589744,0.07026763900535758,0.8448529411764707,0.7333333333333333,0.5700000000000001,0.6309523809523808,0.5506815065738664,0.5378493818599128,0.5071794871794872
Molinia arundinacea,603,297,0.9243149819472182,0.012444414420702364,0.8695209729461404,0.8759702086531354,0.5588135593220339,0.6809863057351088,0.6289874224602363,0.6041177819707837,0.531891206676249
Gladiolus palustris,124,65,0.9242603550295858,0.03697580482982403,0.846153846153846,0.8222222222222223,0.4769230769230769,0.6004556846662109,0.5459529691896942,0.5159243697478992,0.4461538461538462
Bupleurum stellatum,356,226,0.9242082451875007,0.013561190640304446,0.8627931246163291,0.738049431965057,0.7032850241545894,0.7183427442123095,0.629602085274156,0.6279387274142698,0.6191782703419533
Stuckenia pectinata,150,75,0.924148148148148,0.04416107193386979,0.86,0.7706060606060606,0.6266666666666666,0.6887749287749287,0.6070441310205263,0.6000929152148664,0.5644444444444444
Capparis spinosa,51,41,0.9241435185185185,0.06756696939499061,0.9024621212121213,0.8883116883116884,0.7305555555555555,0.772511961722488,0.7385248086947721,0.7145635740234548,0.6895555555555555
Pyracantha coccinea,566,440,0.9240185950413224,0.02167568092485558,0.8613636363636366,0.740266209228765,0.6977272727272728,0.7168567412159319,0.6268906733260735,0.625264603336159,0.6136363636363636
Galium obliquum,42,23,0.9239560439560439,0.04288052334913053,0.85906432748538,0.8666666666666666,0.52,0.6476190476190476,0.5963992121048057,0.5658136368551248,0.49142857142857144
Hieracium dentatum,61,44,0.9238841405508073,0.04414156829650786,0.8296825396825398,0.6905555555555555,0.6333333333333333,0.6476190476190476,0.5474394320454076,0.5378085735402809,0.5284900284900285
Orobanche hederae,248,149,0.9237697992451963,0.034421903877689654,0.8607142857142858,0.8006864988558352,0.5898850574712643,0.6777610529632092,0.603881911661782,0.5917249565315277,0.5406965431142107
Cystopteris alpina,174,110,0.9235537190082643,0.02057373608187199,0.8522727272727273,0.7349297592971035,0.6454545454545454,0.6837858789335042,0.5928982420302127,0.5884018273546046,0.5666666666666667
Saxifraga oppositifolia,960,455,0.9233908948194662,0.008476797429425805,0.8604395604395604,0.7481904590755591,0.6791208791208792,0.707648395482185,0.6211354852208865,0.6167497749885005,0.6
Hymenoloma crispulum,99,74,0.9233083213083214,0.01743063089801111,0.8412429378531072,0.7512087912087912,0.5657142857142856,0.63735960591133,0.5524319121554594,0.5390079074705282,0.49803751803751795
Panicum dichotomiflorum,61,44,0.9229977841088951,0.04333417495354561,0.8804761904761905,0.8305555555555555,0.6555555555555556,0.7278804855275443,0.6639388845329662,0.6531255432982782,0.6102564102564103
Falcaria vulgaris,53,41,0.9229768518518519,0.049350400402532295,0.8475378787878789,0.7739682539682541,0.5888888888888889,0.6597716009480715,0.5797973905983789,0.565291471286151,0.5242222222222221
Hordelymus europaeus,1320,885,0.9229723259599731,0.007821047143719378,0.8618644067796609,0.757290760551937,0.6598870056497175,0.7045478751544232,0.6180109074194247,0.6150536302468994,0.5890772128060264
Carex otrubae,89,55,0.9228650137741047,0.0341864287768343,0.859090909090909,0.8634920634920634,0.5818181818181818,0.6691764705882353,0.6202247941430439,0.5865075969636593,0.5333333333333333
Phlox subulata,52,46,0.9228218694885362,0.027824372331710596,0.8207207207207208,0.7528571428571429,0.4111111111111111,0.5242404654169361,0.4605049552667014,0.42850241580535486,0.3674603174603175
Viola lutea,476,144,0.9228103441691916,0.030914865282984014,0.8958920539730135,0.9502277432712216,0.6184729064039409,0.7435421721136006,0.7108871241027492,0.6829780121950827,0.6069251918891052
Gentiana acaulis,2431,1359,0.9227368684789499,0.0071631241695529185,0.8603742762054225,0.7504401914640344,0.6636884089429129,0.703756480710222,0.6153567634232735,0.6129243030027117,0.5896164734202376
Galeopsis pubescens,102,82,0.9227043817527012,0.05982285479581281,0.8781818181818182,0.8315018315018315,0.6588235294117647,0.7282376882376883,0.6634982268842666,0.6515057149820314,0.60984393757503
Pseudoturritis turrita,594,370,0.9226442658875091,0.011428220281925902,0.8608108108108107,0.8125243664717349,0.5837837837837837,0.6768187144806724,0.6060387194883846,0.5912855721180362,0.536936936936937
Antennaria carpatica,83,62,0.9226437976437977,0.032289389199406805,0.8706938775510205,0.7252474323062559,0.808974358974359,0.7550329619295136,0.678497856567917,0.6692242680214565,0.7012929933982566
Tetraphis pellucida,173,127,0.922618013565382,0.026122720308286124,0.864181712288876,0.8459899749373434,0.5753846153846154,0.6714867888600091,0.6168149872983599,0.5919934595849486,0.536115989273884
Cuscuta campestris,27,24,0.9225714285714286,0.030457732505683278,0.8336842105263157,0.8166666666666667,0.52,0.5742857142857142,0.5398261583701501,0.4885263073348938,0.4647619047619047
Veratrum lobelianum,358,274,0.9225607093352843,0.008062601187362272,0.861315898713159,0.7708395321826973,0.6353535353535353,0.6951041447506838,0.6123691952455426,0.6066725774686221,0.5721162847992116
Lotus alpinus,433,292,0.9225413026482576,0.019916690769232876,0.8527089982025604,0.7365056176343592,0.647282291057861,0.6872679874039289,0.594959185495056,0.5916189497332084,0.5684706027461726
Alchemilla alpina,476,343,0.9223032023916445,0.014290241263108999,0.8593550099535502,0.771174621703729,0.6329070758738278,0.6910641710809358,0.6091732666348777,0.6016487386325308,0.5677638127907116
Hieracium prenanthoides,132,91,0.922252741843385,0.035889288034082825,0.8707762557077625,0.8047619047619048,0.6385964912280702,0.7117424242424242,0.6372379582697159,0.6300779756442222,0.5871486797802586
Utricularia australis,85,49,0.9222120051085568,0.03588995361025049,0.8417948717948718,0.7647619047619048,0.5488888888888889,0.624964349376114,0.5508586050810136,0.5303516342848893,0.4875095785440613
Morus alba,29,26,0.9221666666666668,0.055816166515127524,0.8938095238095238,0.8699999999999999,0.6866666666666666,0.7629292929292929,0.7068504640575313,0.6956668260964639,0.6483333333333334
Chamaecyparis lawsoniana,219,166,0.9221138659320477,0.03383011058939815,0.8629528366370472,0.7774603174603175,0.6326203208556149,0.6973493316800088,0.6155967520249676,0.6100383064567022,0.5723778966131906
Potentilla aurea,2073,1258,0.9220181805606448,0.008772887181828733,0.8636713976320823,0.7565381259088656,0.6716530702586478,0.7108160846547991,0.6245438604043484,0.6221322930535631,0.5993155151442031
Koelreuteria paniculata,94,63,0.9218568771200351,0.060272336785998464,0.8687058823529412,0.7854256854256854,0.6628205128205129,0.7142804860196165,0.6372567723977316,0.629976678851583,0.5993781230623336
Potentilla indica,732,476,0.9218418276091407,0.007937946186286017,0.8587125293548832,0.7546448527068682,0.644890350877193,0.695218520271214,0.6073461233249879,0.6040201028333082,0.5748596797938903
Anemonastrum narcissiflorum,957,454,0.9217193215221657,0.015258842568191645,0.8700375382193565,0.7848835341365461,0.6628571428571429,0.7177468411838219,0.6387008797408527,0.6342163225983132,0.6019166127989657
Melampyrum sylvaticum,2074,1246,0.9217178125440505,0.008288432874461956,0.865772216247135,0.7687708291972735,0.662936546184739,0.7115237677283563,0.6279271896886938,0.6247365921348106,0.5963192749608057
Astragalus cicer,89,71,0.9216337077466645,0.01557529505337058,0.8909147869674184,0.9618181818181817,0.5914285714285714,0.7223066361556064,0.6961676193372772,0.6613341934595315,0.5819047619047619
Paradisea liliastrum,2313,1150,0.9216194076874606,0.010531128924544756,0.8608695652173914,0.7678883486176217,0.6373913043478261,0.6963392791969022,0.6117097431805275,0.6071020862138985,0.5727536231884057
Bassia scoparia,142,62,0.9215678228836124,0.027199515435403596,0.8910204081632653,0.9377777777777776,0.6115384615384615,0.730628128097505,0.6965496393716663,0.6675911649300434,0.595464492832914
Carex magellanica,60,37,0.9215273856578203,0.052745003881223634,0.8517241379310345,0.7300000000000001,0.6785714285714286,0.6926416720534367,0.6053501784581969,0.5967870866869074,0.589243365330322
Pedicularis oederi,85,44,0.9215099715099715,0.037223942160286516,0.8806349206349205,0.8800000000000001,0.6333333333333333,0.7272498554077502,0.6740501533273016,0.653452744693966,0.5951566951566951
Globularia nudicaulis,1395,773,0.9214193617887336,0.016617259699224222,0.8703091425255266,0.7671705188423733,0.6947046501885211,0.7285500877247276,0.6454617936033193,0.6436505026279359,0.6235467221331104
Oxytropis halleri,75,48,0.9213136288998358,0.06088022588406987,0.8437246963562753,0.8333333333333334,0.4377777777777778,0.5551404151404151,0.524443083133801,0.4828908572542597,0.41708812260536393
Hornungia petraea,119,60,0.9212962962962964,0.04409099426225604,0.8416666666666666,0.8147619047619047,0.4666666666666666,0.5811477222467935,0.5309877593799196,0.4972278000086677,0.4333333333333334
Primula hirsuta,1226,692,0.9212323298269954,0.015035371524376995,0.8562132379342087,0.7430965733619124,0.653247836513398,0.694429613411671,0.6037242397827451,0.6009875773623635,0.57714380500274
Senecio inaequidens,196733,4427,0.9210266721536076,0.0028201195303539494,0.8635080610118366,0.7694151465285054,0.6482990906888064,0.7035063699195824,0.6196488384844385,0.6157254938382258,0.5835451275271648
Hibiscus moscheutos,106,66,0.9209411101718794,0.04862491718313779,0.8558055152394776,0.7307792207792209,0.6494505494505495,0.674781954887218,0.5945680298695595,0.5858946910687491,0.5738095238095238
Phyllostachys aurea,203,137,0.9207546407076233,0.02808422415327631,0.8594495412844037,0.7697732919254658,0.6415343915343915,0.6941560982444756,0.6121191222838106,0.6042162842861171,0.5732710944435894
Vicia faba,1161,574,0.9206421148782038,0.019666547080796615,0.8571497584541063,0.7519377779065385,0.6427307398932113,0.6905793992300417,0.6036202776158693,0.5988197207835164,0.5713033721817182
Hornungia alpina,767,390,0.9205566513258822,0.013842186096514175,0.8711538461538462,0.7583667115357257,0.7128205128205128,0.7339909730345548,0.6503876292115005,0.6491775282196044,0.6367521367521368
Rabelera holostea,928,668,0.9205442694464601,0.010693697942379447,0.8712576569008366,0.8014333354046272,0.646852205139715,0.7145750109089329,0.639761633810345,0.6328454011707164,0.5929581901771215
Primula auricula,1502,751,0.9204820411948049,0.010481615777010721,0.864516361619523,0.7744247334792398,0.6498543046357617,0.705496537129354,0.6233540206539219,0.6185136224255467,0.585947923753771
Alpagrostis schleicheri,162,47,0.9204625068418173,0.07154722773600722,0.8507823613086771,0.8071428571428572,0.5266666666666666,0.6331900452488688,0.5669552427172508,0.5453128337302973,0.484055829228243
Sempervivum arachnoideum,1252,710,0.920399391655095,0.008640996546186606,0.8806338028169016,0.8099451140851956,0.6845070422535211,0.7416239402961151,0.6689472003611325,0.6647236126521217,0.6305164319248826
Sempervivum wulfenii,42,30,0.9203703703703704,0.0408248290463863,0.8583333333333332,0.79,0.5999999999999999,0.6799999999999999,0.6017612388474347,0.5911764705882352,0.5444444444444444
Helianthemum italicum,48,31,0.920356446672236,0.034908352369720425,0.8546666666666667,0.7842857142857144,0.6142857142857142,0.6818648018648019,0.6023311340540836,0.59003664607133,0.5499582289055972
Quercus petraea,3061,1837,0.9203451504455818,0.004034803226763392,0.8658119966843103,0.8002869461157985,0.6172876436441179,0.6968098828571975,0.6211250473032036,0.6125152335888344,0.565934709146057
Iris graminea,251,128,0.9203354014406646,0.019192562256717435,0.8828288596992195,0.8710875654609669,0.6323076923076922,0.7293510440926855,0.6728910125822324,0.6570558411094928,0.5983705767916294
Cerinthe glabra,144,89,0.9203169318041683,0.013936616712981971,0.8567292644757434,0.7821491228070175,0.6176470588235294,0.6825067025878385,0.6039371608341146,0.5921884264976575,0.553705759033173
Biscutella laevigata,1150,706,0.9203011631894686,0.005143099335991823,0.8597709157095338,0.7793931241404021,0.6133053640994905,0.6863093814490461,0.6048694058172975,0.5976508117926974,0.5552363155246209
Sphagnum quinquefarium,72,47,0.9202654625068417,0.031972759714678424,0.8460881934566146,0.7658730158730158,0.5355555555555556,0.6180018674136321,0.5490667423740022,0.5299876480140702,0.48604816639299403
Elaeagnus angustifolia,53,33,0.9202631578947369,0.07064272900188966,0.8638176638176638,0.82,0.6619047619047619,0.6752424046541694,0.6303670954819363,0.5991683554886349,0.5897994987468671
